"ID","Name","Internal Reference","Responsible","Sales Price","Cost","Quantity On Hand","Forecasted Quantity","Unit of Measure","Activity Exception Decoration"
"__export__.product_template_405_3fc72686","ARDUINO ROBOT BAG 2: TRANSITIONS","C802","Tim Lines","1.0","0.0","5.0","5.0","Units",""
"__export__.product_template_406_510872be","ARDUINO ROBOT BAG 3: SCREWS","C803","Tim Lines","1.0","0.0","37.0","5.0","Units",""
"__export__.product_template_407_27ab28ec","ARDUINO ROBOT BAG 4: CONNECTORS","C804","Tim Lines","1.0","0.0","37.0","5.0","Units",""
"__export__.product_template_408_f39b5f3c","ARDUINO ROBOT BAG 5: ELECTRONICS","C805","Tim Lines","1.0","0.0","2.0","2.0","Units",""
"__export__.product_template_244_cbc94d86","ARDUINO ROBOT INSTRUCTIONS","E101","Tim Lines","13.1","13.1","29.0","-3.0","Units",""
"__export__.product_template_454_010ae20e","ARDUINO ROBOT TOOLS","A303","Tim Lines","58.0","11.52","32.0","0.0","Units",""
"__export__.product_template_373_4256ebaa","ARDUINO UPGRADE","","Tim Lines","410.0","0.0","5.0","54.0","Units",""
"__export__.product_template_484_8c0b6bfe","ARDUINO UPGRADE BAG 1: BEAMS","C601","MINDS-i","1.0","0.0","12.0","-23.0","Units",""
"__export__.product_template_485_1c15753e","ARDUINO UPGRADE BAG 2: CONNECTORS","C602","MINDS-i","1.0","0.0","37.0","-42.0","Units",""
"__export__.product_template_486_7ff94476","ARDUINO UPGRADE BAG 3: ELECTRONICS","C603","MINDS-i","1.0","0.0","1.0","-16.0","Units",""
"__export__.product_template_247_3a98032b","ARDUINO UPGRADE INSTRUCTIONS","E405","Tim Lines","8.95","8.950000000000001","36.0","-43.0","Units",""
"__export__.product_template_248_ea6ef79e","ARDUINO USER GUIDE INSTRUCTIONS","E406","Tim Lines","13.5","13.5","0.0","-111.0","Units",""
"__export__.product_template_567_b6b0f956","AUTONOMOUS SELF DRIVING GROUND VEHICLE","MCK-UGLB-001","MINDS-i","3450.0","0.0","0.0","0.0","Units",""
"__export__.product_template_149_6585b4fe","AVERY BINDER 2""","","Tim Lines","1.0","7.23","7.0","-11.0","Units",""
"__export__.product_template_108_207896b0","AXLE HOUSING","J605","Tim Lines","1.0","0.13","4081.0","4081.0","Units",""
"__export__.product_template_493_2c1c3aac","BAG 12""x20"" 1.5MIL","","MINDS-i","1.0","0.0","85.0","53.0","Units",""
"__export__.product_template_494_86ff7f7b","BAG 20""x24"" 1.5MIL","","MINDS-i","1.0","0.0","30.0","30.0","Units",""
"__export__.product_template_489_a1d1728f","BAG 6""x12"" 3MIL","","MINDS-i","1.0","0.0","-28.0","-53.0","Units",""
"__export__.product_template_517_57b74f5e","BALING WIRE","","MINDS-i","1.0","0.0","823.36","823.36","ft",""
"__export__.product_template_203_0baa9275","BALL CUPS 13mm","F305","Tim Lines","1.0","0.0","127.0","119.0","Units",""
"__export__.product_template_117_307d452d","BATTERY CAP","J703","Tim Lines","1.0","0.12","4419.0","4415.0","Units",""
"__export__.product_template_49_1fc11f0f","BATTERY CHARGER LIPO","","Tim Lines","130.0","26.0","0.0","0.0","Units",""
"__export__.product_template_184_908db7d7","BATTERY Y HARNESS","F804","Tim Lines","1.0","0.0","-1.0","-2.0","Units",""
"__export__.product_template_141_4faad6d9","BLACK SILICONE CAP","F806","Tim Lines","1.0","0.1","43.0","43.0","Units",""
"__export__.product_template_76_3b689c0a","BLACK TOOL HANDLE","","Tim Lines","1.0","1.9000000000000001","0.0","0.0","Units",""
"__export__.product_template_171_39774e3d","BLACK TOOL HANDLE SET","TOL-HDBL-001","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_113_52b7d79b","BODY POST","H702","Tim Lines","1.0","0.38","1055.0","1055.0","Units",""
"__export__.product_template_243_b0d6ad71","BREADBOARD FRONT PLATE / BACK PLATE","","Tim Lines","1.0","0.0","7.0","-3.0","Units",""
"__export__.product_template_381_ddefc9a3","BUILD A MOTOR","C205","Chris Lines","1.0","0.0","32.0","11.0","Units",""
"__export__.product_template_263_b3d54896","BULK FOAM (2.8"")","","Tim Lines","1.0","0.9500000000000001","0.0","0.0","Units",""
"__export__.product_template_264_e3661deb","BULK FOAM (3.8"")","K302","Tim Lines","1.0","2.0","3.0","3.0","Units",""
"__export__.product_template_259_c7708cc1","BULK TIRE (2.8"" BADLANDS)","","Tim Lines","1.0","2.65","0.0","0.0","Units",""
"__export__.product_template_260_0e3dc305","BULK TIRE (3.8"" BADLANDS)","","Tim Lines","1.0","3.8000000000000003","3.0","3.0","Units",""
"__export__.product_template_262_1f51c3d4","BULK WHEEL (2.8"" DESPERADO)","","Tim Lines","1.0","1.54","0.0","0.0","Units",""
"__export__.product_template_261_0f5dd3c5","BULK WHEEL (3.8"" DESPERADO)","","Tim Lines","1.0","3.8000000000000003","3.0","3.0","Units",""
"__export__.product_template_440_ae749001","BUNGEE CORDS","","Tim Lines","1.0","0.0","0.0","-300.0","Units",""
"__export__.product_template_42_3210b32d","CABLE TIE 4""","E706","Tim Lines","1.0","0.2","701.0","113.0","Units",""
"__export__.product_template_41_49c2bfa4","CABLE TIE 8""","E707","Tim Lines","0.35","0.07","9072.0","8672.0","Units",""
"__export__.product_template_314_a26eecb4","CARBON ARM","FRM-MRCA-001","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_105_401bbfdf","CARBON ARM END","","Tim Lines","1.0","0.38","0.0","0.0","Units",""
"__export__.product_template_133_076c1e93","CARBON FIBER TUBE","","Tim Lines","1.0","3.44","0.0","0.0","Units",""
"__export__.product_template_428_a61cd514","CATAPULT LAB","MCK-CKWM-001","MINDS-i","175.0","0.0","0.0","0.0","Units",""
"__export__.product_template_483_1a071fe6","CATAPULT LAB CLASSROOM 10 PACK W 10 CURRICULUM HOURS","MCK-CKWM-C10","MINDS-i","1250.0","0.0","0.0","0.0","Units",""
"__export__.product_template_377_d154a369","CATAPULT SUPPORT MATERIAL","C905","Tim Lines","1.0","0.0","23.0","0.0","Units",""
"__export__.product_template_110_ef7f7b4e","CENTER DIFFERENTIAL CASE","J704","Tim Lines","1.0","0.38","1831.0","1831.0","Units",""
"__export__.product_template_12_4b8812b7","CLEARANCE THREAD ADAPTER","i501","Tim Lines","0.05","0.01","94477.0","93312.0","Units",""
"__export__.product_template_299_c38aac24","COLORED PUSH BUTTON","B601","Tim Lines","1.0","0.0","92.0","8.0","Units",""
"__export__.product_template_427_fbd6785f","COMPETITION KIT 4x4","","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_447_e6f05b2a","COMPETITION KIT UAV","CPK-UAM2-001","MINDS-i","1275.0","0.0","15.0","34.0","Units",""
"__export__.product_template_621_5a0bb447","COMPETITION MULTIROTOR","","MINDS-i","1.0","0.0","2.0","-11.0","Units",""
"__export__.product_template_195_f349fc5e","CONTINUOUS ROTATION ROBOTIC SERVO (With Hardware)","A402","Tim Lines","160.0","31.43","164.0","100.0","Units",""
"__export__.product_template_282_2ef9d748","CORRUGATED BOXES 18x12x10""","L202","Tim Lines","1.0","0.0","241.0","193.0","Units",""
"__export__.product_template_70_bdc7532f","CORRUGATED BOXES 18x12x6","L201","Tim Lines","1.0","0.0","345.0","303.0","Units",""
"__export__.product_template_610_b584ae4a","CORRUGATED BOXES 20x20x8","","MINDS-i","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_285_bbc903d1","CORRUGATED BOXES 26x18x16""","M202","Tim Lines","1.0","0.0","54.0","24.0","Units",""
"__export__.product_template_558_cb278401","CORRUGATED BOXES 28x28x12""","M103","MINDS-i","1.0","0.0","15.0","-4.0","Units",""
"__export__.product_template_284_e193cb19","CORRUGATED BOXES 32x18x18""","M201","Tim Lines","1.0","0.0","88.0","88.0","Units",""
"__export__.product_template_611_032c83bd","CORRUGATED BOXES 60x8x8","","MINDS-i","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_240_2a0b0567","COSMETIC PANELS","E501","Tim Lines","1.0","0.0","14.0","2.0","Units",""
"__export__.product_template_586_c687413c","Cross","","MINDS-i","1.0","0.0","13.0","13.0","Units",""
"__export__.product_template_35_3277cae2","D-SHOT BULLET ESC","B702","Tim Lines","1.0","9.200000000000001","-83.0","-389.0","Units",""
"__export__.product_template_252_c1896ce9","DESIGN JOURNAL INSTRUCTIONS","","Tim Lines","5.75","5.75","0.0","0.0","Units",""
"__export__.product_template_109_8cac098b","DIFFERENTIAL CASE","J705","Tim Lines","1.0","0.13","5101.0","5101.0","Units",""
"__export__.product_template_193_7c2a7191","DIFFERENTIAL GEAR SET","B301","Tim Lines","30.0","6.0","175.0","175.0","Units",""
"__export__.product_template_304_e300bc10","DIFFERENTIAL SPOOL","F401","Tim Lines","1.0","0.0","648.0","648.0","Units",""
"__export__.product_template_353_0b771ab9","DIFFERENTIAL W/ SPOOL","A702","Tim Lines","1.0","0.0","58.0","-25.0","Units",""
"__export__.product_template_131_9ebdc6af","DISC GEAR REDUCER","H502","Tim Lines","1.0","8.69","159.0","159.0","Units",""
"__export__.product_template_218_c372eff2","DISPLAY BOARD MATERIAL","","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_139_3fdeae87","DPDT SLIDE SWITCH","","Tim Lines","0.31","0.31","0.0","0.0","Units",""
"__export__.product_template_126_2e8dd5c9","DRIVELINE YOKE","i504","Tim Lines","3.0","0.6","7539.0","6613.0","Units",""
"__export__.product_template_425_dc80c766","DRONE CURRICULUM 45","MCK-UASL-045","MINDS-i","596.25","0.0","1.0","13.0","Units",""
"__export__.product_template_430_2ae2319b","DRONE CURRICULUM 90HR","MCK-DRSL-090","MINDS-i","596.25","0.0","-1.0","0.0","Units",""
"__export__.product_template_274_88743fe3","DRONE DUCT LABEL","PCK-VNLM-004","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_251_543e895c","DRONES 45 BINDER","","Tim Lines","150.0","0.0","0.0","-6.0","Units",""
"__export__.product_template_557_2387d235","DRONES 45 DEMO BOOK","","MINDS-i","0.0","0.0","0.0","0.0","Units",""
"__export__.product_template_250_4be08e57","DRONES 90 BINDER","PRT-B90D-001","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_429_50d1003b","DRONES LAB UGV + UAV","MCK-DRLB-MR2","MINDS-i","5400.0","0.0","0.0","0.0","Units",""
"__export__.product_template_521_42c76234","DUAL MOTOR BATTERY CABLE","","MINDS-i","1.0","0.0","0.0","-18.0","Units",""
"__export__.product_template_412_91e44d4f","DUAL MOTOR ENCODER KIT","C604","Tim Lines","1.0","0.0","6.0","4.0","Units",""
"__export__.product_template_578_2bf766a9","DUAL MOTOR Upgrade Module for Super Rover Kit ","","MINDS-i","1.0","0.0","0.0","1.0","Units",""
"__export__.product_template_354_be5e3de1","DUAL OUTPUT DIFFERENTIAL","A703","Tim Lines","1.0","0.0","33.0","15.0","Units",""
"__export__.product_template_104_493153e2","DUAL TRANSITION","J601","Tim Lines","1.0","0.17","9659.0","9367.0","Units",""
"__export__.product_template_312_de26a540","DUCT","DUC-DU00-001","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_384_dd09a3e0","ELECTRIC CAR BAG 1: BEAMS","C501","Tim Lines","1.0","0.0","12.0","1.0","Units",""
"__export__.product_template_385_4143492c","ELECTRIC CAR BAG 2: 45-BEAMS AND TRANSITIONS","C502","Tim Lines","1.0","0.0","12.0","1.0","Units",""
"__export__.product_template_386_ac24256f","ELECTRIC CAR BAG 3: CONNECTORS","C503","Tim Lines","1.0","0.0","28.0","9.0","Units",""
"__export__.product_template_388_feef409e","ELECTRIC CAR BAG 4: STEERING AND DRIVELINES","C504","Tim Lines","1.0","0.0","12.0","-5.0","Units",""
"__export__.product_template_461_059d209f","ELECTRIC CAR CURRICULUM (Digital)","MCK-ECSL-045","MINDS-i","596.25","79.2","9998.0","10002.0","Units",""
"__export__.product_template_327_0520e952","ELECTRIC CAR INSTRUCTIONS","E305","Chris Lines","13.4","13.4","79.0","60.0","Units",""
"__export__.product_template_383_db5749ad","ELECTRIC CAR LAB","MCK-ECLB-2WD","MINDS-i","625.0","0.0","1.0","0.0","Units",""
"__export__.product_template_172_10979d50","ELECTRONIC SPEED CONTROLLER","ELE-SCBR-300","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_146_cc1f590e","EMX-SC-1772","","Tim Lines","1.0","5.94","400.0","400.0","Units",""
"__export__.product_template_465_10532a71","ENCODER MOTOR GEARBOX ASSEMBLY","H701","Tim Lines","1.0","0.0","54.0","54.0","Units",""
"__export__.product_template_132_0fac976b","ENCODER SHAFT","","Tim Lines","1.0","17.6","69.0","69.0","Units",""
"__export__.product_template_33_3983d38e","EXTENSION PLUG","F707","Tim Lines","0.16","0.16","684.0","547.0","Units",""
"__export__.product_template_207_27be6301","FELT CATAPULT MAT","B705","Tim Lines","42.0","18.0","163.0","156.0","Units",""
"__export__.product_template_189_72ab5d92","FEMALE XT60 CONNECTOR","ELE-XT60-F01","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_249_e151d316","FOUNDATIONS BINDER","","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_431_af24a4f4","FOUNDATIONS CURRICULUM","MCK-FDSL-090","MINDS-i","556.5","0.0","0.0","1.0","Units",""
"__export__.product_template_396_1f7a2ff1","FOUNDATIONS LAB 4x4 (90 Hour)","MCK-FDLB-4X4","MINDS-i","2700.0","0.0","0.0","0.0","Units",""
"__export__.product_template_379_4136038a","FOUNDATIONS LAB 6x6 (90 Hour)","MCK-FDLB-6X6","MINDS-i","3000.0","0.0","30.0","-10.0","Units",""
"__export__.product_template_432_bb9c4fe4","FOUNDATIONS TEACHERS' RESOURCE","MCK-FDTR-001","MINDS-i","1100.0","0.0","1.0","3.0","Units",""
"__export__.product_template_123_88f13016","FRONT WHEEL HUB","i607","Tim Lines","1.0","0.59","4804.0","4804.0","Units",""
"__export__.product_template_122_e922e468","FRONT WHEEL KNUCKLE","i606","Tim Lines","1.0","0.39","2981.0","2981.0","Units",""
"__export__.product_template_179_c8e5ec71","FUNCTION DIGITAL MULTIMETER","D201","Tim Lines","1.0","5.99","104.0","55.0","Units",""
"__export__.product_template_561_bc08f831","Four Wheel Steering Upgrade Module for 4x4 Robot Kits","","MINDS-i","0.0","0.0","0.0","-2.0","Units",""
"__export__.product_template_439_d64971f4","G4 SCREWS","","Tim Lines","1.0","0.0","0.0","-50.0","Units",""
"__export__.product_template_315_3d334cc8","GEAR REDUCER","H601","Tim Lines","42.0","29.990000000000002","29.0","-1.0","Units",""
"__export__.product_template_266_3d4c0798","GEAR REDUCTION UNIT","H501","Tim Lines","1.0","0.0","143.0","143.0","Units",""
"__export__.product_template_433_8689607c","GIMBAL BAG 1","A804","Chris Lines","1.0","0.0","2.0","1.0","Units",""
"__export__.product_template_434_ff6f9b7c","GIMBAL BAG 2","A805","Chris Lines","1.0","0.0","2.0","1.0","Units",""
"__export__.product_template_435_28aa0ce0","GIMBAL BAG 3","A806","Chris Lines","1.0","0.0","1.0","0.0","Units",""
"__export__.product_template_510_0ffbec86","GIMBAL CENTER BAR","N302","MINDS-i","1.0","0.0","21.0","-1.0","Units",""
"__export__.product_template_343_715f4213","GIMBAL KIT","A902","Tim Lines","1.0","0.0","25.0","-5.0","Units",""
"__export__.product_template_31_d956a6c5","GPS","F602","Tim Lines","17.0","17.0","639.0","602.0","Units",""
"__export__.product_template_573_35e77900","Gimbal 1/4 Inner Ring","N303","MINDS-i","1.0","0.0","84.0","84.0","Units",""
"__export__.product_template_574_aac4327c","Gimbal 1/4 Outer Ring","N304","MINDS-i","1.0","0.0","84.0","84.0","Units",""
"__export__.product_template_503_dd75d044","Gimbal Rig 3D Bearing Holders","","MINDS-i","1.0","0.0","50.0","-6.0","Units",""
"__export__.product_template_502_c9a1dd66","Gimbal Rig Feet","","MINDS-i","1.0","0.0","0.0","-95.0","Units",""
"__export__.product_template_505_f4fa2d38","Gyro Bracket","","MINDS-i","1.0","1.24","4683.0","4123.0","Units",""
"__export__.product_template_507_94b2c646","Gyro Carbon Part Set","","MINDS-i","1.0","235.91","43.0","15.0","Units",""
"__export__.product_template_568_3b0be7ff","Gyro Frame Latch","","MINDS-i","7.5","1.5","0.0","0.0","Units",""
"__export__.product_template_504_2c395b56","Gyro Pin","N202","MINDS-i","45.75","9.15","114.0","-54.0","Units",""
"__export__.product_template_506_baf0d1df","Gyro Plate","","MINDS-i","1.0","0.0","0.0","-56.0","Units",""
"__export__.product_template_223_4d016cf3","HARD CASE","PCK-OWHC-001","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_437_595f44f9","HARD CASE","","Tim Lines","1.0","0.0","0.0","-8.0","Units",""
"__export__.product_template_513_3eff66f3","HEX ADAPTER 12mm","","MINDS-i","1.0","0.0","220.0","220.0","Units",""
"__export__.product_template_514_af7fcd14","HEX ADAPTER 17mm","","MINDS-i","1.0","0.0","466.0","466.0","Units",""
"__export__.product_template_591_eb3656bd","HMC5883L 3-Axis Electronic Compass","","MINDS-i","0.0","0.0","0.0","0.0","Units",""
"__export__.product_template_194_0a5d841a","HS-311 STANDARD SERVO","D301","Tim Lines","1.0","0.0","55.0","15.0","Units",""
"__export__.product_template_370_99e197d1","HS-485HB Karbonite Gear BB Servo","A10X","Tim Lines","29.0","14.99","0.0","108.0","Units",""
"__export__.product_template_58_003584cb","HS-485HB SERVO (With Hardware)","A401","Tim Lines","67.0","13.290000000000001","35.0","-113.0","Units",""
"__export__.product_template_196_8b183191","HS-645MG SERVO","ESV-HSMG-645","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_197_42ab9c00","HS-755MG GIANT SCALE SERVO","ESV-HSMG-755","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_409_5a21c1e5","HSR-2645CRH ROBOT SERVO CONTINUOS ROTATION","","Tim Lines","145.0","28.990000000000002","0.0","0.0","Units",""
"__export__.product_template_200_b0ddd78e","HVY DUTY ROD ENDS BLACK/12","F306","Tim Lines","1.12","0.22","2414.0","2386.0","Units","Alert"
"__export__.product_template_380_59e58e6b","INERTIA PLUG","F504","Chris Lines","1.0","0.0","62.0","34.0","Units",""
"__export__.product_template_556_0fc65b42","INTERF","","MINDS-i","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_13_96ab8c58","INTERFERENCE THREAD ADAPTER","i502","Tim Lines","0.5","0.1","16548.0","15944.0","Units",""
"__export__.product_template_292_1d06a2ce","IR Distance Sensor","ELE-IRDS-108","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_206_a9306d28","IRIS STORAGE BOX","CON-SBIR-501","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_576_c374c005","JR to Futaba Servo Wire","","MINDS-i","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_32_1b436edb","JST TO BULLET CABLE","B802","Tim Lines","1.2","1.2","695.0","695.0","Units",""
"__export__.product_template_222_676249f2","KYOSHO MALE","ELE-KYML-066","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_360_751260c9","LARGE 4-LINK BARS","A609","Tim Lines","1.0","0.0","113.0","77.0","Units",""
"__export__.product_template_446_2b08bdfe","LARGE DRONE CAGE ASSEMBLY INSTRUCTIONS","","Tim Lines","1.0","0.0","0.0","-1.0","Units",""
"__export__.product_template_424_5f10c201","LARGE DRONE CAGE SYSTEM","CPK-DRCG-003","MINDS-i","18750.0","0.0","0.0","1.0","Units",""
"__export__.product_template_241_28736f51","LARGE SERVO PLATE","CHS-PASP-002","Tim Lines","1.0","0.0","0.0","0.0","Units","Alert"
"__export__.product_template_297_01cd6b00","LCD DISPLAY","D302","Tim Lines","1.0","0.0","36.0","26.0","Units",""
"__export__.product_template_130_776c5ecb","LEAF SPRING","","Tim Lines","4.0","0.66","0.0","0.0","Units",""
"__export__.product_template_552_0fa8f589","LEAF SPRINGS PAIR","A403","MINDS-i","7.0","1.32","1386.0","1380.0","Pairs",""
"__export__.product_template_291_24e15f79","LIPO / NIMH CHARGER","A506","Tim Lines","60.0","27.29","37.0","-167.0","Units",""
"__export__.product_template_618_e3a364b1","LIPO Adapter","A305","MINDS-i","1.0","0.0","0.0","0.0","Units","Alert"
"__export__.product_template_47_3de291ea","LIPO BATTERY","B404","Tim Lines","30.0","0.0","146.0","-101.0","Units",""
"__export__.product_template_48_389efc62","LIPOLY SAFETY BAG","D606","Tim Lines","1.0","0.0","44.0","-41.0","Units",""
"__export__.product_template_217_cce83a3a","LITHIUM HANDLING LABEL","","Tim Lines","1.0","0.0","-2.0","-21.0","Units",""
"__export__.product_template_129_f2385431","LONG SERVO HORN","J602","Tim Lines","3.0","0.6","6976.0","6954.0","Units",""
"__export__.product_template_201_f24d1e13","LONG SHANK ROD ENDS BLACK/12","F308","Tim Lines","1.12","0.22","1424.0","1352.0","Units",""
"__export__.product_template_279_19517eca","LUNAR ROVER SOLAR PANEL","ELE-SPLR-001","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_600_96039d80","Landing Pad","","MINDS-i","1.0","0.0","0.0","0.0","Units","Alert"
"__export__.product_template_623_d0256101","Large Minds-i Shirt","","MINDS-i","1.0","0.0","20.0","20.0","Units",""
"__export__.product_template_438_2f94eba2","M12 WRENCHES","","Tim Lines","1.0","0.0","0.0","-10.0","Units",""
"__export__.product_template_167_800ed514","M3 WASHER","G506","Tim Lines","1.0","0.0","534.0","534.0","Units",""
"__export__.product_template_448_be4a3d1c","M3-0.5 x 6mm ISO 4762/DIN 912 Hex Drive Grade A2-70 Stainless Steel Socket Cap Screw","G612","Tim Lines","1.0","0.0","4900.0","4900.0","Units",""
"__export__.product_template_165_aaddfa14","M3-0.5x25mm SCREW","G609","Tim Lines","1.0","0.0","454.0","454.0","Units",""
"__export__.product_template_164_ce395bb5","M3x6mm SCREW","G608","Tim Lines","1.0","0.0","1651.0","1651.0","Units",""
"__export__.product_template_341_c30744d2","M3x8mm SCREW","B703","Tim Lines","1.0","0.0","-80.0","-400.0","Units",""
"__export__.product_template_478_6a15f2a2","M4 9021 FEND WASH Z","N205","MINDS-i","1.0","0.03","275.0","275.0","Units",""
"__export__.product_template_160_2994c3db","M4 WASHER","G505","Tim Lines","1.0","0.0","1959.0","1959.0","Units",""
"__export__.product_template_309_12e91785","M4 WHEEL END SHAFT","F509","Tim Lines","1.0","0.0","1670.0","1670.0","Units",""
"__export__.product_template_477_a1b15190","M4 x 8 BHSCS A-2","N206","MINDS-i","1.0","0.19","263.0","263.0","Units",""
"__export__.product_template_158_01f080cb","M4-0.7 NYLOCK","G502","Tim Lines","1.0","0.0","1955.0","1955.0","Units",""
"__export__.product_template_151_0c263778","M5 WASHER","G504","Tim Lines","1.0","0.6","1868.0","1868.0","Units",""
"__export__.product_template_310_2fa005b6","M5 WHEEL END SHAFT","F510","Tim Lines","0.74","0.0","593.0","593.0","Units",""
"__export__.product_template_159_522ba1ee","M5-0.8 NYLOCK","G501","Tim Lines","1.0","0.0","1879.0","1879.0","Units",""
"__export__.product_template_138_75f96a8f","MALE BULLET CONNECTOR","F503","MINDS-i","0.05","0.05","1327.0","1327.0","Units",""
"__export__.product_template_50_5adc1288","MALE TO MALE SERVO LEAD","B501","Tim Lines","1.0","0.0","63.0","-313.0","Units",""
"__export__.product_template_468_895e3e83","MARZ ROVER INSTRUCTIONS","E402","Tim Lines","18.25","18.25","13.0","11.0","Units",""
"__export__.product_template_630_3fa351c9","MARZ ROVER UPGRADE","","MINDS-i","1.0","0.0","1.0","1.0","Units",""
"__export__.product_template_415_8bc86742","MEDIUM 4-LINK BARS","A608","Tim Lines","1.0","0.0","8.0","-6.0","Units",""
"__export__.product_template_445_f2a115c7","MEDIUM DRONE CAGE ASSEMBLY INSTRUCTIONS","","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_423_e90a2abd","MEDIUM DRONE CAGE SYSTEM","CPK-DRCG-002","MINDS-i","12750.0","0.0","0.0","0.0","Units",""
"__export__.product_template_516_a4838a5a","MINDS-i T-Shirt","","MINDS-i","15.0","0.0","29.0","29.0","Units",""
"__export__.product_template_75_6034f479","MINDS-i TOOL","B503","Tim Lines","23.0","4.5600000000000005","20.0","-337.0","Units",""
"__export__.product_template_237_e7e164ef","MINI MR STRETCH X BOTTOM","DRN-DMSB-001","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_236_ad95fc51","MINI MR STRETCH X TOP","DRN-DMST-001","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_235_c4a9485e","MINI MR X BOTTOM PLATE","DRN-DMBP-001","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_234_266b7d83","MINI MR X TOP PLATE","DRN-DMTP-001","Tim Lines","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_339_ef252bdd","MOTOR 2205 - 30A ESC CCW","","Tim Lines","1.0","0.0","-10.0","106.0","Units",""
"__export__.product_template_340_c2cdae80","MOTOR 2205 - 30A ESC CW","","Tim Lines","1.0","0.0","-10.0","100.0","Units",""
"__export__.product_template_114_81ffb105","MOTOR CASE A","J701","Tim Lines","1.0","0.12","940.0","940.0","Units",""
"__export__.product_template_115_c2c7e9cb","MOTOR CASE B","J702","Tim Lines","1.0","0.12","911.0","911.0","Units",""
"__export__.product_template_352_570264f5","MOTOR GEARBOX","A701","Tim Lines","1.0","0.0","58.0","-12.0","Units",""
"__export__.product_template_303_41a8939e","MOTOR SHAFT","F405","Tim Lines","1.0","0.0","1251.0","1251.0","Units",""
"__export__.product_template_84_6e997c86","MOTOR SPANNER WRENCH","G304","Chris Lines","1.0","0.0","185.0","79.0","Units","Alert"
"__export__.product_template_316_ef95f510","MOTOR WIRES","F505","Tim Lines","1.0","0.0","40.0","30.0","Units",""
"__export__.product_template_329_cb61401b","MR2 BAG 1: PLATES","C301","Tim Lines","1.0","0.0","72.0","1.0","Units",""
"__export__.product_template_331_cc045462","MR2 BAG 2: MOTOR MOUNT","C302","Tim Lines","1.0","0.0","11.0","-9.0","Units",""
"__export__.product_template_332_8583b7cb","MR2 BAG 3: ESC","C303","Tim Lines","1.0","0.0","70.0","-3.0","Units",""
"__export__.product_template_333_d16f6680","MR2 BAG 4: CONNECTORS","C304","Tim Lines","1.0","0.0","76.0","5.0","Units",""
"__export__.product_template_334_55cc2546","MR2 BAG 5: LANDING GEAR","C305","Tim Lines","1.0","0.0","73.0","2.0","Units",""
"__export__.product_template_335_3516df8e","MR2 BAG 6: TOOLS","C201","Tim Lines","1.0","0.0","25.0","39.0","Units",""
"__export__.product_template_336_ce23d97d","MR2 BAG 7: APM","C202","Tim Lines","1.0","0.0","56.0","4.0","Units",""
"__export__.product_template_330_b9b0c428","MULTIROTOR","","Tim Lines","1.0","0.0","13.0","-19.0","Units",""
"__export__.product_template_473_24c2b8bb","MULTIROTOR BASE PLATES SET","","Tim Lines","1.0","0.0","-23.0","28.0","Units",""
"__export__.product_template_68_24cb4431","MULTIROTOR INSTRUCTIONS","","Tim Lines","14.25","14.25","186.0","115.0","Units","Alert"
"__export__.product_template_571_799624d6","Marz Rover APM","C904","MINDS-i","1.0","0.0","0.0","-2.0","Units",""
"__export__.product_template_625_d903ccac","Medium Minds-i Shirt","","MINDS-i","1.0","0.0","0.0","0.0","Units",""
"__export__.product_template_634_d1547206","Micro Continuous Rotation Servo","","MINDS-i","0.0","0.0","0.0","0.0","Units",""
"__export__.product_template_628_42257a37","Minds-i Pop","","MINDS-i","0.0","0.0","0.0","0.0","Units",""
"__export__.product_template_629_f067a32f","Minds-i Popup Banner","xxxx","MINDS-i","1.0","135.0","0.0","0.0","Units",""
